userWallet,num_deposits,total_deposit_usd,num_borrows,total_borrow_usd,num_repays,total_repay_usd,total_withdraw_usd,num_liquidations,repay_to_borrow_ratio,net_contribution_usd,proxy_score,credit_score
0x00246f7813397868b1beec56e1677efa47816dae,30,7438978.731874706,9.0,5816299.44346321,2.0,5472177.71761479,7001681.4246290345,0.0,0.9408349365101604,93175.58139725216,1000,1000
0x0025a856d01a898bd52286d56c52323b13937b65,1,0.1422024974218183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1422024974218183,500,500
0x00261d225db379b3fc74cd0228d6f90582d39035,1,0.032239917783138006,1.0,0.004713438272388597,0.0,0.0,0.0,0.0,0.0,0.027526479510749408,502,502
0x00262ffcfda82b5582d1905ca05b849f196b0419,4,1.0141967361600111e-10,3.0,5.724285810787879e-11,1.0,5.695340624693982e-11,1.0103588165764045e-10,0.0,0.994943441496344,9.434009742170816e-14,587,586
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,0.16209142428199927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16209142428199927,500,500
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1.862989298047552e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862989298047552e-12,500,500
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,0.2045908664031135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045908664031135,500,500
0x002775390698ef16589bb22bba37ae7906ae2f36,17,81.79004375676156,7.0,68.52293627181608,5.0,3.3863082668681677,1.1659678779087674e-11,0.0,0.04941861004664767,16.653415751801994,532,532
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1.8864509259060726e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8864509259060726e-12,500,500
0x0027f7335d610f15b325baa5798414548720fcaa,6,646.5885046937107,2.0,1.5686763662421106e-09,2.0,1.5716110933811845e-09,4.252486168474447e-09,0.0,1.0018708302121644,646.5885046894612,646,647
0x00283b611db7844cb5677b311afd67c8e3078518,1,7.20152067392015e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.20152067392015e-12,500,500
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,0.03737532010034612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03737532010034612,500,500
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2.123490954986433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123490954986433,500,500
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1.1058755718750976e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1058755718750976e-12,500,500
0x002aea16059a7d4bef638a03b61a9e80ef07e745,12,2085.940883981687,10.0,962.2995982105101,5.0,5.838228517532285e-07,2448.8773802354826,0.0,6.066955164887359e-10,-1325.236093880483,364,431
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3.1415513028579413e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1415513028579413e-12,500,500
